case_history_id,project_type_family,project_type_label,proposed_action,intensity_direction,urban_form_orientation,proposal_language_tone,housing_units,summary,evidence,confidence,alternative_type
bza-41-19-e5976ad285,housing,Townhouse building,new_construction,adds_homes_or_activity,mixed_or_neutral,neutral,11.0,Constructing a new 11-unit townhouse building with an accessory parking structure on vacant land.,"['construct an eleven unit, 5,760 square foot townhouse building', 'on vacant land']",high,
bza-41-21-988b579aea,housing,apartment building,new_construction,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,24.0,Parking variance requested to demolish an existing residential structure and build a 24-unit apartment building near public transit.,"['demolish residential structure and construct a three story, 24-unit apartment building', '25% public transit reduction']",high,
bza-41-22-15dfb8ba06,housing,residential garage addition,expansion,adds_homes_or_activity,automobile_oriented,neutral,0.0,Construct a garage addition to a residential dwelling.,"['proposed garage addition', 'recess the front of attached garage']",high,
bza-41-23-556360fc27,retail_or_personal_service,firearms dealership,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,,"Establish a firearms dealership in an existing 28,000 square foot industrial building.","['establish a Firearms Dealership', 'existing 28,000 square foot building']",high,cannabis_or_controlled_use
bza-41-24-ea692df8b1,institutional_or_civic,high school parking lot,expansion,adds_homes_or_activity,automobile_oriented,neutral,,Expansion of a surface parking lot to add 121 accessory parking spaces for an existing high school.,"['Expansion of a Surface Parking Lot', 'Accessory Parking Spaces for an existing High School']",high,parking_only
bza-42-19-2143d12bd7,mixed_use,mixed-use building,new_construction,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,10.0,Construct a four-story mixed-use building with ten residential units and office space.,"['construct a mixed-use development in a four (4) story', 'six (6) Townhouse Units, four (4) Multi-family units and 1,034 square foot Office space']",high,
bza-42-20-373295a30e,housing,Townhouses,new_construction,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,8.0,"Request for dimensional variances to develop an 8-unit, 3-story townhouse building with deficient parking and setbacks.","['development of an 8 unit, 3 story Townhouse', 'Deficient parking, deficient front setback', 'Deficient rear setback']",high,
bza-42-21-7411c236b8,housing,two-family dwelling,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,2.0,The applicant is requesting hardship relief to convert a single-family rental home into a two-family rental dwelling.,['alter property at 127 Woodland from a single-family home (rental) to a two family (rental)'],high,
bza-42-22-b5f8284c87,housing,residential addition,expansion,adds_homes_or_activity,mixed_or_neutral,neutral,,Construct an addition to an existing residential home.,['addition on existing residential home'],high,
bza-42-24-3db62ad7f6,food_or_beverage,fast-food restaurant with drive-thru,site_or_building_alteration,adds_homes_or_activity,automobile_oriented,neutral,,Renovation of an existing fast-food restaurant to add a double drive-thru lane and make other improvements.,"['renovate an existing Restaurant, fast-food', 'installation of a double drive-thru lane']",high,
bza-43-19-df0b0c111b,vehicle_oriented,Used auto sales lot,change_of_use,adds_homes_or_activity,automobile_oriented,neutral,,Establishing a used motor vehicle sales lot in an existing building.,"['establish a Used Motor Vehicle Sales lot', 'in an existing 1,792 square foot building']",high,
bza-43-20-83bc71214b,vehicle_oriented,Auto repair and used car sales,continue_or_legalize_existing_condition,maintains_existing_activity,automobile_oriented,neutral,0.0,Request for dimensional variances for deficient parking and screening at an approved auto repair and used car sales facility in an existing building.,"['approved Major Motor Vehicle Repair and Used Auto Sales Facility', 'deficient accessory parking in an existing, two-story, 9,800 square foot building']",high,site_or_building_alteration
bza-43-22-cb2a611acd,parking_only,accessory parking lot,new_construction,adds_homes_or_activity,automobile_oriented,neutral,0.0,Construct a 62-space accessory parking lot on vacant land to serve a new community center.,"['Develop a 62-space Accessory Parking Lot', 'serve a new community center', 'on existing vacant land']",high,institutional_or_civic
bza-43-24-4bc5821238,food_or_beverage,carry-out food service,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,,The petitioner proposes to convert a vacant building into a carry-out food service establishment.,"['convert a vacant building', 'into food service carry out place']",high,retail_or_personal_service
bza-44-19-3332e2b636,parking_only,accessory parking lot,expansion,adds_homes_or_activity,automobile_oriented,neutral,,Expand an existing accessory parking lot from three to eight spaces for a multiple-family dwelling.,"['expand an existing Accessory Parking lot', 'from three (3) spaces to eight (8) spaces']",high,
bza-44-20-29912dcf2c,vehicle_oriented,Auto repair and used car sales,expansion,adds_homes_or_activity,automobile_oriented,adverse,0.0,"Appeal of a denial to expand an auto repair facility and add a used car sales lot, citing property maintenance violations, illegal storage, and neighborhood nuisance.","['expand an existing Major Motor Vehicle Repair Facility', 'add a Used Motor Vehicle Sales lot', 'detrimental to the physical environment or to public health', 'undue hardship and nuisance']",high,
bza-44-21-19025a6ffc,housing,two-family dwellings,new_construction,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,4.0,Dimensional variances requested to construct two attached two-family dwellings.,"['development of (2) Two story attached 2 family Dwellings', 'deficient front setback']",high,
bza-44-22-b4c125acb3,parking_only,accessory parking lot,new_construction,adds_homes_or_activity,automobile_oriented,neutral,0.0,Construct a 23-space accessory parking lot on vacant land to serve an existing medical marijuana facility.,"['develop a 23-space Accessory Parking Lot', 'serve an existing Medical Marihuana Provisioning Facility', 'relieve traffic at the intersection']",high,cannabis_or_controlled_use
bza-44-24-a72911911c,housing,two-family dwelling,unclear,unclear_or_not_applicable,mixed_or_neutral,neutral,2.0,Dimensional variances for side setbacks on a residential two-family dwelling.,"['dimensional variances for the residential two-family dwelling', 'building permit BLD2023-01755']",medium,
bza-45-21-6ac1bdcc56,housing,two-family dwellings,new_construction,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,4.0,Dimensional variances requested to construct two attached two-family dwellings.,"['development of (2) Two story attached 2 family Dwellings', 'deficient front setback']",high,
bza-45-22-ac51806c35,cannabis_or_controlled_use,marijuana processor facility,change_of_use,adds_homes_or_activity,industrial_or_freight_oriented,neutral,0.0,Establish a marijuana processor facility in a unit of an existing industrial building.,"['establish a Marijuana Processor Facility', '1,590 square foot unit of an existing 14,400 square foot building']",high,
bza-45-24-0ac7b21e08,vehicle_oriented,heavy vehicle repair establishment,new_construction,adds_homes_or_activity,automobile_oriented,neutral,,"Construction of a new 13,000 square foot building for a medium/heavy duty vehicle repair establishment on a vacant site.","['Construct a 13,000 square foot building', 'Medium/heavy duty vehicle or equipment repair establishment']",high,industrial_or_logistics
bza-46-19-c14dfe54e8,housing,multifamily dwelling,new_construction,adds_homes_or_activity,mixed_or_neutral,neutral,6.0,Construct a 6-unit multifamily dwelling with an accessory garage.,"['construct a (BY-RIGHT) 6 unit 8,305 square foot, Multifamily dwelling']",high,
bza-46-22-492c5e629d,housing,"house addition, pool, shed, and carport",expansion,maintains_existing_activity,mixed_or_neutral,neutral,,"The petitioner is requesting variances for excessive lot coverage and a deficient rear yard setback to construct a home addition, pool, shed, and carport.","['addition to residential home', 'construction of a pool, shed and carport', 'Excessive lot coverage']",high,recreation_or_open_space
bza-46-24-04961161fb,recreation_or_open_space,urban garden,other,adds_homes_or_activity,mixed_or_neutral,neutral,,Development of an urban garden on existing vacant land.,['Develop an Urban Garden on existing vacant land'],high,other
bza-47-19-c50f5d7e9b,cannabis_or_controlled_use,medical marijuana facility,change_of_use,adds_homes_or_activity,industrial_or_freight_oriented,neutral,,"Establish a medical marijuana provisioning, growing, and processing facility in an existing building.","['establish a Medical Marihuana Provisioning Center Facility', 'a Medical Marihuana Grower Facility', 'a Medical Marihuana Processor Facility']",high,
bza-47-24-192327b733,mixed_use,mixed-use building with apartments and parking,new_construction,adds_homes_or_activity,mixed_or_neutral,neutral,7.0,Demolition of existing buildings to construct a seven-unit mixed-use building and an accessory parking lot.,"['construct a seven-unit Multiple-Family Dwelling', 'proposed mixed-use building']",high,housing
bza-48-19-35b257663a,cannabis_or_controlled_use,Medical marijuana provisioning and processing facility,change_of_use,adds_homes_or_activity,industrial_or_freight_oriented,neutral,,Establishing a large medical marijuana provisioning and processing facility within an existing industrial building.,"['establish a Medical Marijuana Provisioning Center Facility', 'Medical Marijuana Processor Facility', 'existing 88,082 square foot building']",high,industrial_or_logistics
bza-48-21-6842fc0027,industrial_or_logistics,slaughterhouse,continue_or_legalize_existing_condition,maintains_existing_activity,industrial_or_freight_oriented,adverse,,The applicant is appealing the denial to establish a slaughterhouse that was found to be operating illegally and creating health and safety hazards for the adjacent neighborhood.,"['establishment of an Abattoir (“Slaughterhouse”)', 'posing a public health and safety hazard', 'aggravating any pre-existing physical social or economic deterioration']",high,
bza-48-22-a38616f516,vehicle_oriented,gas station with retail,site_or_building_alteration,maintains_existing_activity,automobile_oriented,adverse,0.0,Renovate an existing motor vehicle filling station with retail.,"['Renovation of an existing 1,400 square foot Motor Vehicle Filling Station', 'injurious to the use and enjoyment of other property', 'lack of complete and accurate plans']",high,
bza-48-24-4a6b166e25,housing,senior apartment building,new_construction,adds_homes_or_activity,mixed_or_neutral,neutral,49.0,"Construction of a 4-story, 49-unit senior multiple-family dwelling on vacant land.","['Construct a 49-unit, 4-story senior Multiple-Family Dwelling', 'existing vacant land']",high,
bza-49-18-7931dced47,cannabis_or_controlled_use,Medical Marihuana Caregiver Center,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,,Establish a medical marijuana caregiver center in an existing building.,"['establish a Medical Marihuana Caregiver Center (MMCC) in an existing one-story, 2,226 square foot building']",high,retail_or_personal_service
bza-49-19-171a94dba8,housing,townhouses,new_construction,adds_homes_or_activity,mixed_or_neutral,neutral,6.0,Construct two separate three-unit townhouses.,['construct two (2) separate three unit townhouses'],high,
bza-49-21-1a9cf8794a,cannabis_or_controlled_use,marijuana retail facility,site_or_building_alteration,maintains_existing_activity,mixed_or_neutral,neutral,,Appeal of a denial to modify an existing marijuana retail facility located in a Traditional Main Street Overlay Area.,"['modification of your Marijuana Retail/Provisioning Center Facility', 'marijuana facilities are not permitted in these areas']",high,retail_or_personal_service
bza-49-22-8cce07fda5,cannabis_or_controlled_use,marijuana safety compliance facility,change_of_use,adds_homes_or_activity,mixed_or_neutral,adverse,,"The petitioner is appealing the denial of a request to add a marijuana safety compliance facility in an existing building, which was denied due to an unapproved wall blocking an alley and negative impacts on the surrounding residential properties.","['negative impact on the community', 'injurious to the use and enjoyment', 'blocks the north/south alley']",high,office_or_medical
bza-49-24-176da3f813,vehicle_oriented,auto repair shop,change_of_use,adds_homes_or_activity,automobile_oriented,neutral,0.0,Establish a light-duty vehicle service and minor repair facility.,"['proposed change of use to ‘Light Duty Vehicle Service Establishment', 'Minor Repair Facility']",high,retail_or_personal_service
bza-5-19-2dc104a2e6,mixed_use,Mixed Use Development,new_construction,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,38.0,Construct a new mixed-use development with 38 residential units and a medical office.,"['construct a Mixed Use Development with Townhouses (17 units), Multi-Family Dwelling (21 units) and Medical Office (3,000 sq. ft)']",high,housing
bza-5-20-fc09d791a0,food_or_beverage,restaurant,change_of_use,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,0.0,Establish a restaurant with a second-floor outdoor seating area in an existing two-story building.,"['establish a Standard Restaurant', 'second floor outdoor seating area', 'existing two-story 5,818 square foot building']",high,
bza-5-24-129e13df5d,housing,residential garage,new_construction,adds_homes_or_activity,automobile_oriented,neutral,,Construct a residential accessory garage.,['Accessory Use Structure (garage)'],high,
bza-5-25-489295d35a,institutional_or_civic,private social club,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,,The petitioner proposes to establish a private social club.,['establish a Private Social Club'],high,retail_or_personal_service
bza-50-19-a14aec6068,housing,townhouses,new_construction,adds_homes_or_activity,mixed_or_neutral,neutral,5.0,Construct a five-unit townhouse building.,"['construct a five unit 13,901 square foot Townhouse building']",high,
bza-50-22-e2dd6e5b59,housing,multi-family residential development,new_construction,adds_homes_or_activity,mixed_or_neutral,neutral,27.0,Construct a residential development with 27 units across multiple buildings on combined parcels.,"['nine (9) stacked two-family dwellings', 'four (4) second-story, two-family dwellings', 'one (1) second-story, single-family dwelling']",high,
bza-50-24-10e21a7cea,mixed_use,mixed-use residential and commercial building,new_construction,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,10.0,Request for hardship relief to construct a new building with 10 residential units and one commercial space.,"['establish a 11,903 sq ft building with 10 residential units', 'one commercial space with 615 sq. Ft']",high,housing
bza-51-19-16581fdd54,cannabis_or_controlled_use,medical marijuana grower facility,change_of_use,adds_homes_or_activity,mixed_or_neutral,adverse,,"Establish a medical marijuana grower facility, which was denied due to proximity to a drug-free zone.","['proposed MMGF site is located 438 feet from a ""DRUG FREE ZONE""']",high,
bza-51-22-07f10681c0,housing,detached garage,new_construction,maintains_existing_activity,automobile_oriented,neutral,,The petitioner is requesting a variance for excessive height to construct a detached garage behind an existing single-family residence.,"['construction of detached garage behind single-family residence', 'Excessive Height']",high,
bza-51-24-646801293c,vehicle_oriented,vehicle repair establishment,change_of_use,adds_homes_or_activity,automobile_oriented,neutral,,Addition of a light duty vehicle repair establishment within an existing building.,"['Add a light duty Vehicle Repair Establishment', 'within an existing 16,951 square foot building']",high,
bza-52-19-7051e12b93,vehicle_oriented,motor vehicle repair facility,change_of_use,adds_homes_or_activity,automobile_oriented,neutral,,Establish a major motor vehicle repair facility in an existing building.,"['establish a major motor vehicle repair facility (no painting) in an existing 2,562 square foot building']",high,
bza-52-22-dbe49059e9,food_or_beverage,restaurant with accessory parking lot,change_of_use,adds_homes_or_activity,automobile_oriented,neutral,,The petitioner is requesting variances for deficient setbacks to build an accessory parking lot for a newly established restaurant serving alcohol in an existing building.,"['establish a Standard Restaurant with the sale of beer or alcoholic consumption', 'Accessory Parking Lot on existing vacant land']",high,retail_or_personal_service
bza-52-23-a7b9086fdb,unclear,unknown,unclear,unclear_or_not_applicable,unclear_or_not_applicable,insufficient_text,,Case dismissed at petitioner's request; no project details provided.,['at the Petitioner’s Request Case No. 52-23 should be Dismissed'],high,
bza-53-18-249a9f612c,cannabis_or_controlled_use,Medical Marihuana Caregiver Center,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,,Establish a medical marijuana caregiver center in an existing building.,"['establishment of a Medical Marihuana Caregiver Center (MMCC) in an existing approximate 3,600 square foot building']",high,retail_or_personal_service
bza-53-19-966124a009,signage,billboard,signage_installation,maintains_existing_activity,automobile_oriented,neutral,,Replace an existing non-conforming billboard with a new non-conforming advertising sign structure.,['replace an existing non-conforming Billboard Structure with a NEW non-conforming advertising sign structure'],high,
bza-53-22-f89cd6be57,industrial_or_logistics,meat processing facility,change_of_use,adds_homes_or_activity,industrial_or_freight_oriented,neutral,,The petitioner is requesting a parking variance to establish a meat processing facility in an existing two-story building with zero off-street parking spaces provided.,"['establish the use of a High-Impact Manufacturing or Processing', 'Meat processing facility', 'Zero off-street parking spaces are being proposed']",high,food_or_beverage
bza-53-23-cdc298d7fd,unclear,unclear,unclear,unclear_or_not_applicable,unclear_or_not_applicable,insufficient_text,,Case dismissed at petitioner's request with no project details provided.,['dismiss at petitioners request'],high,
bza-53-24-56e59115b1,housing,townhouses,new_construction,adds_homes_or_activity,mixed_or_neutral,neutral,7.0,Construction of seven townhouse units on a vacant site.,"['Construct seven Townhouse units', 'vacant 0.133-acre site']",high,
bza-54-19-b25700d41d,mixed_use,Mixed-use residential and community facility,new_construction,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,43.0,Constructing a new mixed-use building with 43 residential units and various ground-floor community and commercial spaces.,"['construct 43 residential dwelling units', '1st floor community health center, nonprofit office space', 'café, community kitchen and salon']",high,housing
bza-54-23-6eab1a3ade,unclear,unknown,unclear,unclear_or_not_applicable,unclear_or_not_applicable,insufficient_text,,"The case was dismissed due to lack of progress, with no project details provided.",['dismiss due to lack of progress'],low,
bza-54-24-ed802c4239,housing,single-family home above a boathouse,new_construction,adds_homes_or_activity,mixed_or_neutral,neutral,1.0,Development of a single-family residence located above a boathouse.,['develop a Single-Family Residential located above a boathouse'],high,
bza-55-19-0f4e1aa768,vehicle_oriented,used motor vehicle sales lot,change_of_use,adds_homes_or_activity,automobile_oriented,neutral,,Establish a used motor vehicle sales lot in an existing building.,"['establish a Used Motor Vehicle Sales Lot in an existing 2,250 square foot building']",high,
bza-55-21-48ef6cb9d1,housing,multi-family buildings,new_construction,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,,Dimensional variances requested to construct two three-story multi-family buildings on vacant lots.,"['establish two three-story, Multi-Family buildings on five vacant addresses', 'rear setback 30 ft. required; 6 ft. 3 in. proposed']",high,
bza-55-22-5f45ad09c6,institutional_or_civic,private social club,change_of_use,maintains_existing_activity,mixed_or_neutral,neutral,,The petitioner is seeking approval to change an existing nonconforming retail store with alcohol sales into a nonconforming private social club.,['change from one nonconforming use (Retail Store w/SDM & SDD Licenses) to another nonconforming use (Private Social Club)'],high,retail_or_personal_service
bza-55-24-5abfd2ee33,vehicle_oriented,auto repair and tire sales,expansion,adds_homes_or_activity,automobile_oriented,neutral,0.0,Expand an existing auto repair and tire sales business onto an adjacent vacant lot.,"['expand an existing nonconforming Light Duty Vehicle Repair-New and Used Tire Sales', 'adding 7531 Greenfield, a 2,020 square foot vacant lot']",high,retail_or_personal_service
bza-56-19-d21ffb627f,vehicle_oriented,Motor vehicle repair facility,continue_or_legalize_existing_condition,maintains_existing_activity,automobile_oriented,neutral,,Legalize the existing expansion of a major motor vehicle repair facility.,['legalized the expansion of a Major Motor Vehicle Repair Facility'],high,
bza-56-21-13962dbe62,housing,townhouses,new_construction,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,4.0,Dimensional variances requested to build a four-unit townhouse development with detached garages on vacant land.,"['construct a four-unit, three-story 4,800 square foot Townhouse development', 'Deficient front setback: 4’ provided', 'four spaces proposed, deficient two spaces']",high,
bza-56-22-ec38b25482,cannabis_or_controlled_use,marijuana retail facility,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,,"The petitioner is appealing the denial of a proposed marijuana retail facility, which was rejected for being located too close to an existing approved marijuana facility.","['establishment of a Marijuana Retail/Provisioning Facility', 'located within 1000 radial feet of a Marijuana Retail/Provisioning Facility']",high,retail_or_personal_service
bza-56-23-c15a6bc544,retail_or_personal_service,gas station store and retail spaces,site_or_building_alteration,adds_homes_or_activity,automobile_oriented,neutral,,Renovation of an existing gas station store to add two retail tenant spaces within the building.,"['renovate an existing 6,440 square foot gas station store', 'adding two future retail tenant spaces']",high,vehicle_oriented
bza-56-24-ac697c2a02,retail_or_personal_service,liquor store,change_of_use,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,0.0,"Establish a retail store with liquor, beer, and wine licenses in a ground-floor tenant space of an existing mixed-use building.","['establishment of a Specially Designated Distributors’', 'Specially Designated Merchant’s', 'tenant space on the ground floor of an existing mixed used building']",high,food_or_beverage
bza-57-18-3495b99b21,cannabis_or_controlled_use,Medical Marihuana Caregiver Center,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,,"Establish a medical marijuana caregiver center in a 1,380 square foot unit of an existing building.","['establish a medical marihuana caregiver center', 'in an existing 1,380 square foot unit of an existing two-unit 2,760 square foot building']",high,retail_or_personal_service
bza-57-19-8dd8e8bb14,housing,Boathouse and garage,site_or_building_alteration,maintains_existing_activity,mixed_or_neutral,neutral,0.0,Rebuild an accessory boathouse and garage structure for a single-family home.,['rebuild accessory structure (boathouse/garage)'],high,recreation_or_open_space
bza-57-22-29d327c7bd,housing,carriage house and four seasons room,new_construction,adds_homes_or_activity,mixed_or_neutral,neutral,,"The petitioner is requesting variances to construct a carriage house and a four seasons room on a single-family residential lot, which conflicts with the rule against multiple principal residential buildings on one lot.","['construct 2 structures (carriage house and four seasons room)', 'not more than one principal detached residential building shall be located']",high,recreation_or_open_space
bza-57-24-083f13055b,retail_or_personal_service,hostel,new_construction,adds_homes_or_activity,mixed_or_neutral,neutral,,Appeal of a condition requiring a Phase II Environmental Assessment for a previously approved new hostel on a vacant site.,"['construct a hostel on a 0.5 acre vacant site', 'provide a Phase II Environmental Assessment']",high,housing
bza-58-19-df53c91db1,parking_only,Accessory parking lot,new_construction,adds_homes_or_activity,automobile_oriented,neutral,0.0,Establish a 22-space accessory parking lot to serve an existing school.,['establish a 22-space Accessory Parking Lot to serve a School'],high,institutional_or_civic
bza-58-22-943196124c,mixed_use,mixed-use building with apartments and retail,new_construction,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,53.0,"The petitioner proposes to demolish an existing structure and build a four-story mixed-use building with 53 residential units, ground-floor commercial space, and a surface parking lot, requiring a variance for deficient parking.","['construct a four-story, mixed-use building', 'containing 53 residential units', 'ground level commercial, retail, and service-oriented space']",high,housing
bza-58-24-6532bebb8a,mixed_use,mixed-use building,change_of_use,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,14.0,Renovate an existing building into a 14-unit residential loft structure with ground-floor commercial space.,"['renovate an existing 23,472 square foot building', '14-unit residential loft structure', 'commercial space on the ground floor']",high,housing
bza-59-21-1c38dd3618,vehicle_oriented,gas station,new_construction,adds_homes_or_activity,automobile_oriented,neutral,,The applicant is requesting dimensional variances to construct a new gas station with a retail building and three pump islands.,"['construct a 2,500 square foot Motor Vehicle Filling Station with retail and three pump islands']",high,
bza-59-22-b75dd5795b,housing,house addition,expansion,maintains_existing_activity,mixed_or_neutral,neutral,,The petitioner is requesting variances for excessive lot coverage and a deficient side setback to build a 614-square-foot addition to an existing single-family home.,"['proposed 614 SF addition to the existing Single-Family Dwelling', 'excessive lot coverage by 11%']",high,
bza-59-24-7f6f8d4dde,vehicle_oriented,gas station with carry-out restaurant and auto service,expansion,adds_homes_or_activity,automobile_oriented,neutral,,"The petitioner proposes to expand an existing gas station, auto service, and convenience store by constructing a 999-square-foot addition for a carry-out restaurant.","['expand a legal nonconforming 2,171 square foot gas station', 'adding a carry out restaurant', 'construction an approximately 999 square foot addition']",high,food_or_beverage
bza-6-19-2b90e3b9d9,retail_or_personal_service,convenience and cellular store,expansion,adds_homes_or_activity,mixed_or_neutral,neutral,,Add a convenience store with alcohol sales and a cellular repair store to an existing retail building.,"['add a C-Store with SDM-SDD and cellular store with repair', 'to a Retail Store building']",high,food_or_beverage
bza-6-20-21fe579224,housing,Single-family home,new_construction,adds_homes_or_activity,mixed_or_neutral,neutral,1.0,Proposal to construct a new single-family residence with an attached garage requiring setback variances.,"['construct a 1,701 sq. ft. Single Family Residence', 'with 720 sq. ft. attached garages']",high,
bza-6-25-1d092416b3,vehicle_oriented,used vehicle sales and repair,expansion,adds_homes_or_activity,automobile_oriented,neutral,,Expand an existing used motor vehicle sales lot and light duty vehicle repair facility.,"['expand an existing Motor Vehicles, Used Salesroom or Sales Lot and Light Duty Vehicle Repair']",high,
bza-60-19-c1f3b6a77d,cannabis_or_controlled_use,Medical marijuana facility,change_of_use,adds_homes_or_activity,industrial_or_freight_oriented,neutral,0.0,"Establish a medical marijuana provisioning, growing, and processing facility in an existing building.","['establish a Medical Marihuana Provisioning Center Facility, a Medical Marihuana Grower Facility and a Medical Marihuana Processor Facility']",high,
bza-60-21-edd97a26a1,recreation_or_open_space,outdoor entertainment pavilion and bar,new_construction,adds_homes_or_activity,mixed_or_neutral,neutral,,The applicant is requesting variances to build an outdoor entertainment pavilion with a soundstage and an enclosure for alcohol consumption.,"['Construct a 934 square foot Commercial Outdoor Entertainment pavilion', 'Alcohol Consumption on the Premises']",high,food_or_beverage
bza-60-22-958ec66e06,housing,apartment building,new_construction,adds_homes_or_activity,mixed_or_neutral,neutral,65.0,The petitioner is requesting variances to construct a three-story multi-family building with 65 residential units and accessory parking on adjacent lots.,"['construction of a three-story', 'multi-family building will now contain 65 residential dwelling units', 'accessory parking spaces shall be located on']",high,mixed_use
bza-60-24-fc667bdd68,mixed_use,mixed-use building,change_of_use,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,10.0,Establish 10 residential dwelling units and ground-floor commercial space in a building.,"['establish 10 residential dwelling units on the second floor', '4,800 square feet of permitted commercial space on the 1st floor']",high,housing
bza-61-18-2008f817ed,retail_or_personal_service,rental hall,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,,"Establish a 4,160 square foot rental hall.","['establish a 4,160 square foot Rental Hall']",high,recreation_or_open_space
bza-61-19-4e42da9805,mixed_use,Cabaret and office,change_of_use,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,0.0,Convert two vacant buildings into a single building to establish a cabaret and office space.,"['convert two adjacent vacant buildings', 'establish a Cabaret and Office']",high,food_or_beverage
bza-61-21-d38fa68bf4,housing,detached two-car garage,site_or_building_alteration,maintains_existing_activity,automobile_oriented,neutral,,Rebuild a detached accessory two-car garage for a single-family home.,['rebuild a detached accessory two-car garage'],high,
bza-61-22-401fb1319a,housing,deck addition,expansion,maintains_existing_activity,mixed_or_neutral,neutral,,The petitioner is requesting a variance for excessive lot coverage to build a deck addition to the rear of an existing house.,"['proposed addition (deck) to rear of house', 'Excessive Lot Coverage']",high,
bza-61-24-a638176bcc,housing,residential garage,new_construction,maintains_existing_activity,automobile_oriented,neutral,0.0,Construct a new 30 by 50-foot garage in the rear of an existing residential lot.,['construct a new 30 by 50-foot garage in the rear of existing lot'],high,vehicle_oriented
bza-62-19-80921f9b24,vehicle_oriented,Motor vehicle repair facility and sales lot,new_construction,adds_homes_or_activity,automobile_oriented,neutral,0.0,Construct a new building for a major motor vehicle repair facility and used auto sales lot.,"['construction of a Major Motor Vehicle Repair Facility with Used Motor Vehicle Sales Lot in a new 3,200 square foot building']",high,
bza-62-22-fb5b5b77b1,cannabis_or_controlled_use,Marijuana Safety Compliance Facility,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,,Establish a Marijuana Safety Compliance Facility in an existing building.,"['Establish a Marijuana Safety Compliance Facility (MSCF) in an existing 2,385 square foot building']",high,
bza-62-24-e9793916e2,housing,multi-family housing,new_construction,adds_homes_or_activity,mixed_or_neutral,neutral,24.0,Construct 24 dwelling units across multiple two-story buildings.,"['construct twenty (20) dwelling units in ten (10) two-story buildings', 'construct 4 two story dwelling units']",high,
bza-63-19-7f94d4aa9b,vehicle_oriented,Motor vehicle repair facility and sales lot,change_of_use,adds_homes_or_activity,automobile_oriented,neutral,0.0,Establish a major motor vehicle repair facility and used auto sales lot in an existing building.,"['establishment of a Major Motor Vehicle Repair Facility with Used Motor Vehicle Sales Lot in an existing 5,600 square foot building']",high,
bza-63-22-01da7e63d3,housing,accessory dwelling unit and home expansion,new_construction,adds_homes_or_activity,mixed_or_neutral,neutral,1.0,Construct a new residential dwelling along the rear alley and expand an existing single-family dwelling.,"['addition of a new 615 square foot residential dwelling along the rear alley', 'proposed expansion of 200 square feet']",high,
bza-63-24-ee881c1b59,vehicle_oriented,gas station,continue_or_legalize_existing_condition,maintains_existing_activity,automobile_oriented,neutral,,Re-establish a currently nonconforming gas station.,['re-establish a currently nonconforming gas station'],high,
bza-64-19-20a7b65020,food_or_beverage,Cabaret,change_of_use,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,0.0,Establish a cabaret in an existing building.,"['establishment of a Cabaret (Group B License) in an existing 3,955 square foot building']",high,retail_or_personal_service
bza-64-22-591273173f,institutional_or_civic,domestic violence shelter,unclear,adds_homes_or_activity,unclear_or_not_applicable,neutral,,Hardship relief petition to establish a women's domestic violence shelter in a single-family residential district.,['Hardship Relief Petition for a Women Domestic Violence Shelter'],medium,housing
bza-64-24-a56bb532d6,parking_only,accessory parking lot,new_construction,adds_homes_or_activity,automobile_oriented,neutral,0.0,Develop a 17-space accessory parking lot to serve a nearby mixed-use building.,"['develop a 10,584 square foot, 17 space accessory parking lot', 'serve a re-developed mixed use building']",high,mixed_use
bza-65-19-ece5db0d26,signage,roof mounted neon sign,signage_installation,maintains_existing_activity,mixed_or_neutral,neutral,,Change an existing roof sign to a roof-mounted neon sign.,['changing the sign to a Roof Mounted Neon Sign'],high,
